Proposições;Ementa;Explicação;Autor;UF;Partido;Apresentação;Situação;Link;TipoSG
PL 2508/2020;"Acrescenta alínea I ao parágrafo 3º do Art. 2º da Lei nº 13.982, de 2 de abril de 2020, que dispõe sobre a operacionalização do pagamento da Renda Básica Emergencial, para assegurar à mulher provedora a concessão do benefício, salvo se comprovada a guarda unilateral do homem provedor; e dá outras providências.

NOVA EMENTA: Altera a Lei nº 13.982, de 2 de abril de 2020, para estabelecer medidas de proteção à mulher provedora de família monoparental em relação ao recebimento do auxílio emergencial de que trata o art. 2º da Lei nº 13.982, de 2 de abril de 2020; e dá outras providências";;"Fernanda Melchionna;Talíria Petrone;Sâmia Bomfim;Luiza Erundina;Marcelo Freixo;Edmilson Rodrigues;Ivan Valente;Glauber Braga;David Miranda;Alessandro Molon;Tabata Amaral;Enio Verri;João Daniel;Marília Arraes;Rogério Correia;Erika Kokay;Célio Moura;Beto Faro;Joseildo Ramos;Patrus Ananias;Airton Faleiro;Vicentinho;Waldenor Pereira;Nilto Tatto;Alexandre Padilha;Pedro Uczai;Vander Loubet;Luizianne Lins;Rejane Dias;Margarida Salomão;Rui Falcão;Natália Bonavides;Afonso Florence;Maria do Rosário;Rubens Otoni;José Ricardo;Frei Anastacio Ribeiro;Carlos Veras;Professora Rosa Neide;Gleisi Hoffmann;Marcon;Leonardo Monteiro;Valmir Assunção;Padre João;Zé Carlos;Paulo Teixeira;Paulo Pimenta;Jorge Solla;Alencar Santana;José Guimarães;Arlindo Chinaglia;Henrique Fontana;Paulão;José Airton Félix Cirilo;Zé Neto;Odair Cunha;Carlos Zarattini;Reginaldo Lopes;Bohn Gass;Assis Carvalho;Helder Salomão;Benedita da Silva;Paulo Guedes;Zeca Dirceu;Perpétua Almeida";"RS;RJ;SP;SP;RJ;PA;SP;RJ;RJ;RJ;SP;PR;SE;PE;MG;DF;TO;PA;BA;MG;PA;SP;BA;SP;SP;SC;MS;CE;PI;MG;SP;RN;BA;RS;GO;AM;PB;PE;MT;PR;RS;MG;BA;MG;MA;SP;RS;BA;SP;CE;SP;RS;AL;CE;BA;MG;SP;MG;RS;PI;ES;RJ;MG;PR;AC";"PSOL;PSOL;PSOL;PSOL;PSOL;PSOL;PSOL;PSOL;PSOL;PSB;PDT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PCdoB";2020-05-08;Transformado em Norma Jurídica;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252034;PL
PL 2283/2020;Altera a Lei nº 13.982, de 2 de abril de 2020, para aumentar o período de concessão do auxílio emergencial.;;"Gleisi Hoffmann;Arlindo Chinaglia;Henrique Fontana;Paulo Pimenta;Maria do Rosário;Vicentinho;Odair Cunha;Reginaldo Lopes;Patrus Ananias;Leonardo Monteiro;Vander Loubet;Rubens Otoni;Beto Faro;José Airton Félix Cirilo;José Guimarães;Paulo Teixeira;Carlos Zarattini;Erika Kokay;Padre João;Assis Carvalho;Zeca Dirceu;Bohn Gass;Marcon;Pedro Uczai;Paulão;Margarida Salomão;Rogério Correia;Rui Falcão;Luizianne Lins;Helder Salomão;Rejane Dias;Enio Verri;João Daniel;Nilto Tatto;Paulo Guedes;Airton Faleiro;Frei Anastacio Ribeiro;Alencar Santana;Alexandre Padilha;Carlos Veras;Marília Arraes;Natália Bonavides;Célio Moura;Professora Rosa Neide;Valmir Assunção;Waldenor Pereira;Jorge Solla;Zé Carlos;José Ricardo;Benedita da Silva;Joseildo Ramos";"PR;SP;RS;RS;RS;SP;MG;MG;MG;MG;MS;GO;PA;CE;CE;SP;SP;DF;MG;PI;PR;RS;RS;SC;AL;MG;MG;SP;CE;ES;PI;PR;SE;SP;MG;PA;PB;SP;SP;PE;PE;RN;TO;MT;BA;BA;BA;MA;AM;RJ;BA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-04-29;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250863;PL
PL 2135/2020;Suspende o pagamento das parcelas dos financiamentos imobiliários contratados junto ao Sistema Financeiro de Habitação.;;"Gleisi Hoffmann;Waldenor Pereira;Patrus Ananias;João Daniel;Zeca Dirceu;Valmir Assunção";"PR;BA;MG;SE;PR;BA";"PT;PT;PT;PT;PT;PT";2020-04-23;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250452;PL
PL 1780/2020;Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para dispor sobre a realização emergencial do Exame Nacional de Revalidação de Diplomas Médicos Expedidos por Instituição de Educação Superior Estrangeira (REVALIDA) durante a pandemia causada pelo novo coronavírus.;;"Jorge Solla;Patricia Ferraz;Margarida Salomão;Alexandre Padilha;Patrus Ananias;Nilto Tatto;João Daniel;José Guimarães;Zeca Dirceu;Professora Rosa Neide;Célio Moura;Gleisi Hoffmann;Paulo Pimenta;Carlos Veras;Frei Anastacio Ribeiro;Erika Kokay;José Ricardo;Paulo Teixeira;Padre João;Pedro Uczai";"BA;AP;MG;SP;MG;SP;SE;CE;PR;MT;TO;PR;RS;PE;PB;DF;AM;SP;MG;SC";"PT;PODE;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-04-10;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247362;PL
PL 1322/2020;Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da pandemia do COVID-19, durante o período de vigor do estrado de calamidade pública no país, e dá outras providências.;;"Enio Verri;Zeca Dirceu;Rogério Correia;Helder Salomão;Marília Arraes;Rui Falcão;Nilto Tatto;Vicentinho;Alexandre Padilha;Patrus Ananias;José Ricardo;Leonardo Monteiro;José Guimarães;Joseildo Ramos;Jorge Solla;Erika Kokay;Alencar Santana;Arlindo Chinaglia;Luizianne Lins;Natália Bonavides;Padre João;Professora Rosa Neide;Zé Carlos;Paulão;Waldenor Pereira;Gleisi Hoffmann;Frei Anastacio Ribeiro;Carlos Veras;Valmir Assunção;Marcon;Pedro Uczai;João Daniel";"PR;PR;MG;ES;PE;SP;SP;SP;SP;MG;AM;MG;CE;BA;BA;DF;SP;SP;CE;RN;MG;MT;MA;AL;BA;PR;PB;PE;BA;RS;SC;SE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-31;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242513;PL
PL 1321/2020;Cria a Linha de Garantia de Capital de Giro e Emprego (LGCGE) a fim de assegurar condições de enfrentamento da crise financeira e a queda abrupta do nível de atividade econômica, no curso de estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020.;;"Enio Verri;Joseildo Ramos;Helder Salomão;Rogério Correia;Zeca Dirceu;Margarida Salomão;Marília Arraes;Vicentinho;Nilto Tatto;Patrus Ananias;José Ricardo;Alexandre Padilha;Leonardo Monteiro;Airton Faleiro;José Guimarães;Alencar Santana;Jorge Solla;Paulo Guedes;Luizianne Lins;Paulo Pimenta;Padre João;Arlindo Chinaglia;Rubens Otoni;Célio Moura;Natália Bonavides;Professora Rosa Neide;Paulão;Zé Carlos;Waldenor Pereira;Frei Anastacio Ribeiro;André Figueiredo;Valmir Assunção;Marcon;Pedro Uczai;Carlos Veras;João Daniel;Paulo Teixeira";"PR;BA;ES;MG;PR;MG;PE;SP;SP;MG;AM;SP;MG;PA;CE;SP;BA;MG;CE;RS;MG;SP;GO;TO;RN;MT;AL;MA;BA;PB;CE;BA;RS;SC;PE;SE;SP";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PDT;PT;PT;PT;PT;PT;PT";2020-03-31;Devolvida ao Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242512;PL
PL 1254/2020;Dispõe sobre a unificação, em lista única por Unidade Federada, de todos os pacientes atendidos nos serviços de saúde que tenham indicação de internação, para ocupação dos leitos hospitalares vagos em estrita observância à ordem de chegada.;;"Arlindo Chinaglia;Enio Verri;Rubens Otoni;José Guimarães;Célio Moura;Pedro Uczai;José Ricardo;Rogério Correia;Nilto Tatto;Erika Kokay;Patrus Ananias;Airton Faleiro;Paulão;Maria do Rosário;Waldenor Pereira;Vicentinho;Marcon;Zé Carlos;Padre João;Professora Rosa Neide;Natália Bonavides;Frei Anastacio Ribeiro;Leonardo Monteiro;Margarida Salomão;Afonso Florence;Alexandre Padilha;Valmir Assunção;Carlos Veras;Alencar Santana;Rui Falcão;Paulo Pimenta;Beto Faro;Benedita da Silva;Vander Loubet;José Airton Félix Cirilo;Rejane Dias;Bohn Gass;Odair Cunha;Henrique Fontana;Helder Salomão;Paulo Teixeira;Luizianne Lins;Gleisi Hoffmann;Reginaldo Lopes;Jorge Solla;João Daniel;Assis Carvalho;Zé Neto;Zeca Dirceu;Carlos Zarattini;Joseildo Ramos;Paulo Guedes";"SP;PR;GO;CE;TO;SC;AM;MG;SP;DF;MG;PA;AL;RS;BA;SP;RS;MA;MG;MT;RN;PB;MG;MG;BA;SP;BA;PE;SP;SP;RS;PA;RJ;MS;CE;PI;RS;MG;RS;ES;SP;CE;PR;MG;BA;SE;PI;BA;PR;SP;BA;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-30;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242365;PL
PL 1011/2020;"Modifica a Lei nº 6.259, de 30 de outubro  de 2020, para garantir o acesso a vacinas a todos os caminhoneiros e profissionais responsáveis pelos transportes de cargas durante o período de pandemia do vírus COVID-19-Corona vírus.

NOVA EMENTA: Altera a Lei nº 14.124, de 10 de março de 2021, para estabelecer os grupos prioritários na vacinação contra a Covid-19.";;"Vicentinho Júnior;Rejane Dias;Zeca Dirceu;Vermelho";"TO;PI;PR;PR";"PL;PT;PT;PSD";2020-03-25;Aguardando Apreciação pelo Senado Federal;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241982;PL
PL 927/2020;Dispõe sobre adoção de medidas temporárias em matéria trabalhista, em razão da conjuntura que envolve a pandemia relativa ao novo coronavírus e dá outras providências.;;"Enio Verri;Benedita da Silva;Helder Salomão;Professora Rosa Neide;José Guimarães;Patrus Ananias;Airton Faleiro;Paulo Teixeira;Rubens Otoni;Valmir Assunção;Natália Bonavides;Rejane Dias;Waldenor Pereira;Rogério Correia;Alencar Santana;Zeca Dirceu;Pedro Uczai;Célio Moura;Leonardo Monteiro;Joseildo Ramos;Erika Kokay;Paulão;Margarida Salomão;Alexandre Padilha;Marcon;José Ricardo;Nilto Tatto;Assis Carvalho;Vicentinho;Marília Arraes;Jorge Solla;Paulo Guedes;Zé Carlos;Frei Anastacio Ribeiro;Paulo Pimenta;Padre João";"PR;RJ;ES;MT;CE;MG;PA;SP;GO;BA;RN;PI;BA;MG;SP;PR;SC;TO;MG;BA;DF;AL;MG;SP;RS;AM;SP;PI;SP;PE;BA;MG;MA;PB;RS;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-24;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241840;PL
PL 926/2020;Cria o Seguro Emergencial de Renda às pessoas em situação de vulnerabilidade social e econômica que especifica, em decorrência do estado de emergência internacional pelo novo coronavírus, identificado como SARS-CoV-2.;;"Enio Verri;Professora Rosa Neide;José Guimarães;Paulo Teixeira;Helder Salomão;Benedita da Silva;Rubens Otoni;Airton Faleiro;Valmir Assunção;Natália Bonavides;Rejane Dias;Waldenor Pereira;Rogério Correia;Alencar Santana;Zeca Dirceu;Pedro Uczai;Célio Moura;Leonardo Monteiro;Joseildo Ramos;Nilto Tatto;Erika Kokay;Paulão;Margarida Salomão;Alexandre Padilha;Marcon;José Ricardo;Assis Carvalho;Vicentinho;Gleisi Hoffmann;Marília Arraes;Jorge Solla;Paulo Guedes;Zé Carlos;Frei Anastacio Ribeiro;Paulo Pimenta;Carlos Veras;Padre João;Patrus Ananias";"PR;MT;CE;SP;ES;RJ;GO;PA;BA;RN;PI;BA;MG;SP;PR;SC;TO;MG;BA;SP;DF;AL;MG;SP;RS;AM;PI;SP;PR;PE;BA;MG;MA;PB;RS;PE;MG;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-24;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241839;PL
PL 792/2020;Altera a Lei 13.979, de 06 de fevereiro de 2020, acrescentando os incisos IX e X ao Art. 3º da Lei 13.979, de 06 de fevereiro de 2020, que dispõe sobre as medidas que poderão ser adotadas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019.;;Zeca Dirceu;PR;PT;2020-03-20;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241637;PL
PL 735/2020;"Fica criado o abono destinado a feirantes e agricultores familiares que se encontram em isolamento ou quarentena em razão da pandemia do COVID-19, consoante a Lei 13.979, de 6 de fevereiro de 2020, e que apresentam-se impossibilitados de comercializar sua produção também por medidas determinadas pelos executivos municipais.

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho).";;"Enio Verri;Célio Moura;José Guimarães;Helder Salomão;Pedro Uczai;Professora Rosa Neide;Waldenor Pereira;Erika Kokay;Maria do Rosário;Natália Bonavides;Marília Arraes;João Daniel;Carlos Veras;Valmir Assunção;Airton Faleiro;Vicentinho;Zeca Dirceu;Jorge Solla;Afonso Florence;Leonardo Monteiro;Beto Faro;Arlindo Chinaglia;Paulo Teixeira;Zé Carlos;Alexandre Padilha;Luizianne Lins;Marcon;Rogério Correia;Rejane Dias;Rubens Otoni;José Ricardo;José Airton Félix Cirilo;Nilto Tatto;Bohn Gass;Patrus Ananias;Alencar Santana;Frei Anastacio Ribeiro;Margarida Salomão;Padre João;Paulão;Joseildo Ramos;Vander Loubet;Paulo Pimenta;Zé Neto;Gleisi Hoffmann;Rui Falcão;Reginaldo Lopes;Paulo Guedes";"PR;TO;CE;ES;SC;MT;BA;DF;RS;RN;PE;SE;PE;BA;PA;SP;PR;BA;BA;MG;PA;SP;SP;MA;SP;CE;RS;MG;PI;GO;AM;CE;SP;RS;MG;SP;PB;MG;MG;AL;BA;MS;RS;BA;PR;SP;MG;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-18;Transformado em Norma Jurídica;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239605;PL
PL 692/2020;Altera o Art. 564, da Lei nº 13.105/2015, e dá outras providências.;;"João Daniel;José Guimarães;Enio Verri;Rubens Otoni;Célio Moura;José Ricardo;Pedro Uczai;Nilto Tatto;Rogério Correia;Erika Kokay;Patrus Ananias;Airton Faleiro;Paulão;Maria do Rosário;Waldenor Pereira;Vicentinho;Marcon;Zé Carlos;Professora Rosa Neide;Padre João;Frei Anastacio Ribeiro;Natália Bonavides;Leonardo Monteiro;Margarida Salomão;Afonso Florence;Valmir Assunção;Carlos Veras;Alencar Santana;Rui Falcão;Paulo Pimenta;Beto Faro;Luizianne Lins;Benedita da Silva;Vander Loubet;Arlindo Chinaglia;Bohn Gass;Henrique Fontana;Helder Salomão;Paulo Teixeira;Gleisi Hoffmann;Reginaldo Lopes;Alexandre Padilha;Jorge Solla;Rejane Dias;Assis Carvalho;José Airton Félix Cirilo;Zé Neto;Zeca Dirceu;Carlos Zarattini;Joseildo Ramos;Paulo Guedes";"SE;CE;PR;GO;TO;AM;SC;SP;MG;DF;MG;PA;AL;RS;BA;SP;RS;MA;MT;MG;PB;RN;MG;MG;BA;BA;PE;SP;SP;RS;PA;CE;RJ;MS;SP;RS;RS;ES;SP;PR;MG;SP;BA;PI;PI;CE;BA;PR;SP;BA;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-18;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239458;PL
PL 154/2020;Dispõe sobre a expropriação de imóveis onde houver milícias armadas e dá outras providências.;;"Paulão;Erika Kokay;NEWTON CARDOSO;Jorge Solla;Carlos Henrique Gaguim;Sergio Vidigal;Pompeo de Mattos;Célio Silveira;Marlon Santos;Subtenente Gonzaga;Miguel Haddad;Reginaldo Lopes;André Ferreira;André Figueiredo;Expedito Netto;Isnaldo Bulhões Jr.;Carlos Zarattini;Dra. Vanda Milani;Vander Loubet;Roman;Marília Arraes;Edmilson Rodrigues;Nilto Tatto;Paulo Ramos;Pedro Uczai;Átila Lira;José Nelto;João Roma;José Guimarães;Damião Feliciano;Zeca Dirceu;Gleisi Hoffmann;José Ricardo;Afonso Florence;Uldurico Junior;Rodrigo Agostinho;Carlos Veras;Zé Silva;Wladimir Garotinho;Rubens Otoni;Airton Faleiro;Márcio Jerry;Natália Bonavides;André Janones;Rogério Correia;Marcon;Fábio Henrique;Valmir Assunção;Marcelo Nilo;Célio Moura;Mário Negromonte Jr.;Orlando Silva;João Daniel;José Airton Félix Cirilo;Mauro Lopes;Bacelar";"AL;DF;BA;TO;ES;RS;GO;RS;MG;SP;MG;PE;CE;RO;AL;SP;AC;MS;PR;PE;PA;SP;RJ;SC;PI;GO;BA;CE;PB;PR;PR;AM;BA;BA;SP;PE;MG;RJ;GO;PA;MA;RN;MG;MG;RS;SE;BA;BA;TO;BA;SP;SE;CE;MG;BA";"PT;PT;PT;DEM;PDT;PDT;PSDB;PDT;PDT;PSDB;PT;PSC;PDT;PSD;MDB;PT;SOLIDARI;PT;PSD;PT;PSOL;PT;PDT;PT;PP;PODE;REPUBLIC;PT;PDT;PT;PT;PT;PT;PROS;PSB;PT;SOLIDARI;PSD;PT;PT;PCdoB;PT;AVANTE;PT;PT;PDT;PT;PSB;PT;PP;PCdoB;PT;PT;MDB;PODE";2020-02-05;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2236671;PL
PL 5756/2019;Altera a Lei nº 12.587, de 3 de janeiro de 2012, que Institui as diretrizes da Política Nacional de Mobilidade Urbana para garantir direitos mínimos aos motoristas de transporte remunerado privado individual de passageiros e entregadores de aplicativo.;;"Alexandre Padilha;Paulo Teixeira;Patrus Ananias;Frei Anastacio Ribeiro;Helder Salomão;Maria do Rosário;Afonso Florence;Enio Verri;Valmir Assunção;Alencar Santana;Beto Faro;José Guimarães;Vander Loubet;Assis Carvalho;Paulão;Zeca Dirceu;Pedro Uczai;Marcon;Reginaldo Lopes;Célio Moura;Professora Rosa Neide;Jorge Solla;João Daniel;Benedita da Silva;Marília Arraes;Padre João;Luizianne Lins;Paulo Guedes;Erika Kokay;Vicentinho;José Ricardo;Rogério Correia;Paulo Pimenta;Nilto Tatto;Airton Faleiro;Rui Falcão;Zé Carlos";"SP;SP;MG;PB;ES;RS;BA;PR;BA;SP;PA;CE;MS;AL;PR;SC;RS;MG;TO;MT;BA;SE;RJ;PE;MG;CE;MG;DF;SP;AM;MG;RS;SP;PA;SP;MA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2019-10-30;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2227685;PL
PL 4329/2021;Altera a Lei nº 9.294, de 15 de julho de 1996, para restringir o uso de cigarros eletrônicos e narguilés em recintos coletivos fechados.;;Luciano Ducci;PR;PSB;2021-12-07;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2310820;PL
PL 4202/2021;Dispõe sobre a exigência da comprovação de vacinação completa contra SARS-CoV-2 (Covid-19) para todos os passageiros oriundos do exterior, enquanto durar os efeitos da emergência sanitária declarada pela Organização Mundial de Saúde.;;Luciano Ducci;PR;PSB;2021-11-29;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2309232;PL
PL 2313/2021;Altera a Lei nº 10.233, de 5 de junho de 2011, para estabelecer o critério de menor valor da tarifa do pedágio para julgamento das licitações de concessão de rodovias federais e a exigência em edital de prestação de seguro-garantia.;;Luciano Ducci;PR;PSB;2021-06-24;Pronta para Pauta;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2288180;PL
PL 1314/2021;"Altera a Lei no 9.279, de 14 de maio de 1996, para dispor sobre a concessão de licença compulsória para atender às situacões de emergência de saúde pública declarada pelo Poder Executivo Federal ou pela Organização Mundial de Saúde (OMS); e concede licença compulsória para exploração de patentes e pedidos de patente de tecnologias úteis para o enfrentamento na Covid-19 (Sars-CoV-2).";;"Danilo Cabral;Bira do Pindaré;Ted Conti;Vilson da Fetaemg;Denis Bezerra;Felipe Carreras;Luciano Ducci;Cássio Andrade";"PE;MA;ES;MG;CE;PE;PR;PA";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2021-04-08;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2277474;PL
PL 901/2021;Dispõe sobre a suspensão de reajuste de preços de medicamentos até o final de 2021, em virtude da pandemia causada pela Covid-19.;;"Denis Bezerra;Lídice da Mata;Vilson da Fetaemg;Heitor Schuch;Danilo Cabral;Ted Conti;Luciano Ducci;Camilo Capiberibe;Tadeu Alencar;Bira do Pindaré;Rodrigo Agostinho;Júlio Delgado;Mauro Nazif;Gervásio Maia;Milton Coelho;Elias Vaz;Rafael Motta;Alessandro Molon;Marcelo Nilo;Rosana Valle;Cássio Andrade;Aliel Machado;Luizão Goulart";"CE;BA;MG;RS;PE;ES;PR;AP;PE;MA;SP;MG;RO;PB;PE;GO;RN;RJ;BA;SP;PA;PR;PR";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;REPUBLIC";2021-03-15;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2273856;PL
PL 464/2021;Dispõe sobre a inclusão dos profissionais da educação dentre os grupos prioritários para a imunização contra a SARS-CoV-2 (COVID-19).;;Luciano Ducci;PR;PSB;2021-02-17;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2270322;PL
PL 70/2021;Estabelece prioridade de imunização contra as SARS-CoV-2 (COVID-19) às pessoas de baixa renda inscritas no Cadastro Único para Programas Sociais do Governo Federal;;"Bira do Pindaré;Vilson da Fetaemg;Mauro Nazif;Camilo Capiberibe;Lídice da Mata;Danilo Cabral;Ted Conti;Luciano Ducci;Denis Bezerra;Júlio Delgado;Rosana Valle;Aliel Machado;Rodrigo Agostinho;Elias Vaz;Cássio Andrade;Tadeu Alencar;Alessandro Molon;Gervásio Maia;Milton Coelho;Ricardo Silva;Felipe Carreras";"MA;MG;RO;AP;BA;PE;ES;PR;CE;MG;SP;PR;SP;GO;PA;PE;RJ;PB;PE;SP;PE";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2021-02-03;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2268714;PL
PL 5310/2020;Denomina “Viaduto Francisco Pereira Netto” o viaduto situado sobre a rodovia BR-116, altura do Km 117, Bairro Campo Santana, em Curitiba, Paraná-PR. ;;Luciano Ducci;PR;PSB;2020-12-01;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265732;PL
PL 4292/2020;Dispõe sobre ações emergenciais destinadas ao reforço do Sistema Único de Assistência Social (SUAS) para o atendimento e acompanhamento à população em situação de vulnerabilidade e risco social e pessoal durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020.;;"Danilo Cabral;André Abdon;GERVÁSIO SILVA;Vilson da Fetaemg;Luciano Ducci;Heitor Schuch;Lídice da Mata;Mauro Nazif;Rosana Valle;Patrus Ananias;Alessandro Molon;Elias Vaz;Camilo Capiberibe;Denis Bezerra;Jandira Feghali;Marcelo Freixo;Ted Conti;João H. Campos;Paulo Teixeira;Erika Kokay;Nilto Tatto;Magda Mofatto;Pedro Uczai;Paulo Guedes;Jorge Solla;Tadeu Alencar;Enio Verri;Professora Rosa Neide;Waldenor Pereira;Reginaldo Lopes;Carlos Veras;José Ricardo;Túlio Gadêlha";"PE;AP;MG;PR;RS;BA;RO;SP;MG;RJ;GO;AP;CE;RJ;RJ;ES;PE;SP;DF;SP;GO;SC;MG;BA;PE;PR;MT;BA;MG;PE;AM;PE";"PSB;PP;PSB;PSB;PSB;PSB;PSB;PSB;PT;PSB;PSB;PSB;PSB;PCdoB;PSOL;PSB;PSB;PT;PT;PT;PL;PT;PT;PT;PSB;PT;PT;PT;PT;PT;PT;PDT";2020-08-20;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260738;PL
